,index,Series,Year,Value,Country
752,FSM,Change of average inflation rate consumer prices (in %),2022,5.0,Micronesia
753,GAB,Change of average inflation rate consumer prices (in %),2022,4.3,Gabon
755,GEO,Change of average inflation rate consumer prices (in %),2022,11.9,Georgia
756,GHA,Change of average inflation rate consumer prices (in %),2022,31.9,Ghana
757,GIN,Change of average inflation rate consumer prices (in %),2022,10.5,Guinea
758,GMB,Change of average inflation rate consumer prices (in %),2022,11.5,Gambia
759,GNB,Change of average inflation rate consumer prices (in %),2022,7.9,Guinea-Bissau
760,GNQ,Change of average inflation rate consumer prices (in %),2022,5.0,Equatorial Guinea
762,GRD,Change of average inflation rate consumer prices (in %),2022,2.7,Grenada
763,GTM,Change of average inflation rate consumer prices (in %),2022,6.9,Guatemala
764,GUY,Change of average inflation rate consumer prices (in %),2022,6.5,Guyana
766,HND,Change of average inflation rate consumer prices (in %),2022,9.1,Honduras
768,HTI,Change of average inflation rate consumer prices (in %),2022,27.6,Haiti
770,IDN,Change of average inflation rate consumer prices (in %),2022,4.2,Indonesia
771,IND,Change of average inflation rate consumer prices (in %),2022,6.7,India
773,IRN,Change of average inflation rate consumer prices (in %),2022,49.0,Iran
774,IRQ,Change of average inflation rate consumer prices (in %),2022,5.0,Iraq
778,JAM,Change of average inflation rate consumer prices (in %),2022,9.5,Jamaica
779,JOR,Change of average inflation rate consumer prices (in %),2022,4.2,Jordan
781,KAZ,Change of average inflation rate consumer prices (in %),2022,15.0,Kazakhstan
782,KEN,Change of average inflation rate consumer prices (in %),2022,7.6,Kenya
783,KGZ,Change of average inflation rate consumer prices (in %),2022,13.9,Kyrgyzstan
784,KHM,Change of average inflation rate consumer prices (in %),2022,5.3,Cambodia
785,KIR,Change of average inflation rate consumer prices (in %),2022,5.3,Kiribati
789,LAO,Change of average inflation rate consumer prices (in %),2022,23.0,Lao People's Democratic Republic
790,LBN,Change of average inflation rate consumer prices (in %),2022,,Lebanon
791,LBR,Change of average inflation rate consumer prices (in %),2022,7.6,Liberia
792,LBY,Change of average inflation rate consumer prices (in %),2022,4.5,Libya
793,LCA,Change of average inflation rate consumer prices (in %),2022,6.7,Saint Lucia
794,LKA,Change of average inflation rate consumer prices (in %),2022,46.4,Sri Lanka
795,LSO,Change of average inflation rate consumer prices (in %),2022,8.2,Lesotho
801,MAR,Change of average inflation rate consumer prices (in %),2022,6.6,Morocco
802,MDA,Change of average inflation rate consumer prices (in %),2022,28.6,Moldova
803,MDG,Change of average inflation rate consumer prices (in %),2022,8.2,Madagascar
804,MDV,Change of average inflation rate consumer prices (in %),2022,2.6,Maldives
807,MEX,Change of average inflation rate consumer prices (in %),2022,7.9,Mexico
808,MHL,Change of average inflation rate consumer prices (in %),2022,6.2,Marshall Islands
809,MKD,Change of average inflation rate consumer prices (in %),2022,14.2,North Macedonia
810,MLI,Change of average inflation rate consumer prices (in %),2022,10.1,Mali
812,MMR,Change of average inflation rate consumer prices (in %),2022,16.2,Myanmar
813,MNE,Change of average inflation rate consumer prices (in %),2022,13.0,Montenegro
814,MNG,Change of average inflation rate consumer prices (in %),2022,15.2,Mongolia
815,MOZ,Change of average inflation rate consumer prices (in %),2022,9.8,Mozambique
816,MRT,Change of average inflation rate consumer prices (in %),2022,9.6,Mauritania
817,MUS,Change of average inflation rate consumer prices (in %),2022,10.8,Mauritius
818,MWI,Change of average inflation rate consumer prices (in %),2022,20.8,Malawi
819,MYS,Change of average inflation rate consumer prices (in %),2022,3.4,Malaysia
820,NAM,Change of average inflation rate consumer prices (in %),2022,6.1,Namibia
822,NER,Change of average inflation rate consumer prices (in %),2022,4.2,Niger
823,NGA,Change of average inflation rate consumer prices (in %),2022,18.8,Nigeria
824,NIC,Change of average inflation rate consumer prices (in %),2022,10.4,Nicaragua
828,NPL,Change of average inflation rate consumer prices (in %),2022,6.3,Nepal
829,NRU,Change of average inflation rate consumer prices (in %),2022,2.6,Nauru
834,PAK,Change of average inflation rate consumer prices (in %),2022,12.1,Pakistan
835,PAN,Change of average inflation rate consumer prices (in %),2022,2.9,Panama
836,PER,Change of average inflation rate consumer prices (in %),2022,7.9,Peru
837,PHL,Change of average inflation rate consumer prices (in %),2022,5.8,Philippines
839,PLW,Change of average inflation rate consumer prices (in %),2022,8.7,Palau
840,PNG,Change of average inflation rate consumer prices (in %),2022,6.6,Papua New Guinea
844,PRY,Change of average inflation rate consumer prices (in %),2022,9.8,Paraguay
848,RWA,Change of average inflation rate consumer prices (in %),2022,13.9,Rwanda
851,SDN,Change of average inflation rate consumer prices (in %),2022,138.8,Sudan
852,SEN,Change of average inflation rate consumer prices (in %),2022,9.7,Senegal
855,SLB,Change of average inflation rate consumer prices (in %),2022,5.5,Solomon Islands
856,SLE,Change of average inflation rate consumer prices (in %),2022,27.2,Sierra Leone
857,SLV,Change of average inflation rate consumer prices (in %),2022,7.2,El Salvador
859,SOM,Change of average inflation rate consumer prices (in %),2022,6.8,Somalia
860,SRB,Change of average inflation rate consumer prices (in %),2022,12.0,Serbia
862,SSD,Change of average inflation rate consumer prices (in %),2022,17.6,South Sudan
864,STP,Change of average inflation rate consumer prices (in %),2022,18.0,Sao Tome and Principe
865,SUR,Change of average inflation rate consumer prices (in %),2022,52.5,Suriname
869,SWZ,Change of average inflation rate consumer prices (in %),2022,4.8,Eswatini
871,SYR,Change of average inflation rate consumer prices (in %),2022,,Syrian Arab Republic
872,TCD,Change of average inflation rate consumer prices (in %),2022,5.3,Chad
873,TGO,Change of average inflation rate consumer prices (in %),2022,7.6,Togo
874,THA,Change of average inflation rate consumer prices (in %),2022,6.1,Thailand
875,TJK,Change of average inflation rate consumer prices (in %),2022,6.6,Tajikistan
876,TKM,Change of average inflation rate consumer prices (in %),2022,11.5,Turkmenistan
877,TLS,Change of average inflation rate consumer prices (in %),2022,7.0,Timor-Leste
878,TON,Change of average inflation rate consumer prices (in %),2022,8.5,Tonga
880,TUN,Change of average inflation rate consumer prices (in %),2022,8.3,Tunisia
881,TUR,Change of average inflation rate consumer prices (in %),2022,72.3,Türkiye
882,TUV,Change of average inflation rate consumer prices (in %),2022,11.5,Tuvalu
884,TZA,Change of average inflation rate consumer prices (in %),2022,4.4,Tanzania
885,UGA,Change of average inflation rate consumer prices (in %),2022,6.8,Uganda
886,UKR,Change of average inflation rate consumer prices (in %),2022,20.2,Ukraine
890,UZB,Change of average inflation rate consumer prices (in %),2022,11.4,Uzbekistan
891,VCT,Change of average inflation rate consumer prices (in %),2022,5.7,Saint Vincent and the Grenadines
892,VEN,Change of average inflation rate consumer prices (in %),2022,200.9,Venezuela
893,VNM,Change of average inflation rate consumer prices (in %),2022,3.2,Viet Nam
894,VUT,Change of average inflation rate consumer prices (in %),2022,4.6,Vanuatu
900,WSM,Change of average inflation rate consumer prices (in %),2022,8.7,Samoa
901,YEM,Change of average inflation rate consumer prices (in %),2022,29.1,Yemen
902,ZAF,Change of average inflation rate consumer prices (in %),2022,6.9,South Africa
903,ZMB,Change of average inflation rate consumer prices (in %),2022,11.0,Zambia
904,ZWE,Change of average inflation rate consumer prices (in %),2022,193.4,Zimbabwe
907,AFG,General Government Debt (% of GDP),2023,,Afghanistan
909,AGO,General Government Debt (% of GDP),2023,63.3,Angola
910,ALB,General Government Debt (% of GDP),2023,68.6,Albania
914,ARG,General Government Debt (% of GDP),2023,76.3,Argentina
915,ARM,General Government Debt (% of GDP),2023,49.3,Armenia
917,ATG,General Government Debt (% of GDP),2023,84.9,Antigua and Barbuda
920,AZE,General Government Debt (% of GDP),2023,22.1,Azerbaijan
922,BDI,General Government Debt (% of GDP),2023,69.5,Burundi
924,BEN,General Government Debt (% of GDP),2023,52.8,Benin
925,BFA,General Government Debt (% of GDP),2023,58.0,Burkina Faso
926,BGD,General Government Debt (% of GDP),2023,42.1,Bangladesh
930,BIH,General Government Debt (% of GDP),2023,27.6,Bosnia and Herzegovina
931,BLR,General Government Debt (% of GDP),2023,41.4,Belarus
932,BLZ,General Government Debt (% of GDP),2023,60.4,Belize
933,BOL,General Government Debt (% of GDP),2023,82.3,Bolivia
934,BRA,General Government Debt (% of GDP),2023,88.4,Brazil
937,BTN,General Government Debt (% of GDP),2023,129.5,Bhutan
938,BWA,General Government Debt (% of GDP),2023,20.6,Botswana
939,CAF,General Government Debt (% of GDP),2023,49.1,Central African Republic
945,CHN,General Government Debt (% of GDP),2023,82.4,China (People's Republic of)
946,CIV,General Government Debt (% of GDP),2023,63.3,Côte d'Ivoire
948,CMR,General Government Debt (% of GDP),2023,42.8,Cameroon
949,COD,General Government Debt (% of GDP),2023,11.0,Democratic Republic of the Congo
950,COG,General Government Debt (% of GDP),2023,96.5,Congo
951,COL,General Government Debt (% of GDP),2023,62.0,Colombia
952,COM,General Government Debt (% of GDP),2023,32.5,Comoros
953,CPV,General Government Debt (% of GDP),2023,120.2,Cabo Verde
954,CRI,General Government Debt (% of GDP),2023,63.5,Costa Rica
959,DJI,General Government Debt (% of GDP),2023,39.0,Djibouti
960,DMA,General Government Debt (% of GDP),2023,96.5,Dominica
962,DOM,General Government Debt (% of GDP),2023,58.3,Dominican Republic
963,DZA,General Government Debt (% of GDP),2023,52.2,Algeria
965,ECU,General Government Debt (% of GDP),2023,,Ecuador
968,EGY,General Government Debt (% of GDP),2023,92.9,Egypt
969,ERI,General Government Debt (% of GDP),2023,146.3,Eritrea
972,ETH,General Government Debt (% of GDP),2023,37.6,Ethiopia
977,FJI,General Government Debt (% of GDP),2023,88.5,Fiji
979,FSM,General Government Debt (% of GDP),2023,11.9,Micronesia
980,GAB,General Government Debt (% of GDP),2023,60.3,Gabon
982,GEO,General Government Debt (% of GDP),2023,40.5,Georgia
983,GHA,General Government Debt (% of GDP),2023,98.7,Ghana
984,GIN,General Government Debt (% of GDP),2023,30.0,Guinea
985,GMB,General Government Debt (% of GDP),2023,73.0,Gambia
986,GNB,General Government Debt (% of GDP),2023,76.5,Guinea-Bissau
987,GNQ,General Government Debt (% of GDP),2023,26.4,Equatorial Guinea
989,GRD,General Government Debt (% of GDP),2023,62.4,Grenada
990,GTM,General Government Debt (% of GDP),2023,28.6,Guatemala
991,GUY,General Government Debt (% of GDP),2023,29.8,Guyana
993,HND,General Government Debt (% of GDP),2023,,Honduras
995,HTI,General Government Debt (% of GDP),2023,20.3,Haiti
997,IDN,General Government Debt (% of GDP),2023,39.1,Indonesia
998,IND,General Government Debt (% of GDP),2023,83.2,India
1000,IRN,General Government Debt (% of GDP),2023,32.0,Iran
1001,IRQ,General Government Debt (% of GDP),2023,47.9,Iraq
1005,JAM,General Government Debt (% of GDP),2023,77.9,Jamaica
1006,JOR,General Government Debt (% of GDP),2023,87.9,Jordan
1008,KAZ,General Government Debt (% of GDP),2023,25.9,Kazakhstan
1009,KEN,General Government Debt (% of GDP),2023,66.6,Kenya
1010,KGZ,General Government Debt (% of GDP),2023,53.0,Kyrgyzstan
1011,KHM,General Government Debt (% of GDP),2023,37.5,Cambodia
1012,KIR,General Government Debt (% of GDP),2023,13.0,Kiribati
1016,LAO,General Government Debt (% of GDP),2023,123.0,Lao People's Democratic Republic
1017,LBN,General Government Debt (% of GDP),2023,,Lebanon
1018,LBR,General Government Debt (% of GDP),2023,57.1,Liberia
1019,LCA,General Government Debt (% of GDP),2023,82.7,Saint Lucia
1020,LKA,General Government Debt (% of GDP),2023,,Sri Lanka
1021,LSO,General Government Debt (% of GDP),2023,58.5,Lesotho
1027,MAR,General Government Debt (% of GDP),2023,68.3,Morocco
1028,MDA,General Government Debt (% of GDP),2023,34.5,Moldova
1029,MDG,General Government Debt (% of GDP),2023,53.1,Madagascar
1030,MDV,General Government Debt (% of GDP),2023,108.9,Maldives
1033,MEX,General Government Debt (% of GDP),2023,55.6,Mexico
1034,MHL,General Government Debt (% of GDP),2023,22.1,Marshall Islands
1035,MKD,General Government Debt (% of GDP),2023,51.9,North Macedonia
1036,MLI,General Government Debt (% of GDP),2023,54.1,Mali
1038,MMR,General Government Debt (% of GDP),2023,61.3,Myanmar
1039,MNE,General Government Debt (% of GDP),2023,67.8,Montenegro
1040,MNG,General Government Debt (% of GDP),2023,76.2,Mongolia
1041,MOZ,General Government Debt (% of GDP),2023,102.8,Mozambique
1042,MRT,General Government Debt (% of GDP),2023,47.9,Mauritania
1043,MUS,General Government Debt (% of GDP),2023,78.1,Mauritius
1044,MWI,General Government Debt (% of GDP),2023,72.2,Malawi
1045,MYS,General Government Debt (% of GDP),2023,67.0,Malaysia
1046,NAM,General Government Debt (% of GDP),2023,68.5,Namibia
1048,NER,General Government Debt (% of GDP),2023,52.5,Niger
1049,NGA,General Government Debt (% of GDP),2023,38.8,Nigeria
1050,NIC,General Government Debt (% of GDP),2023,44.5,Nicaragua
1054,NPL,General Government Debt (% of GDP),2023,47.8,Nepal
1055,NRU,General Government Debt (% of GDP),2023,29.2,Nauru
1060,PAK,General Government Debt (% of GDP),2023,73.6,Pakistan
1061,PAN,General Government Debt (% of GDP),2023,54.3,Panama
1062,PER,General Government Debt (% of GDP),2023,33.0,Peru
1063,PHL,General Government Debt (% of GDP),2023,56.7,Philippines
1065,PNG,General Government Debt (% of GDP),2023,48.0,Papua New Guinea
1069,PRY,General Government Debt (% of GDP),2023,40.4,Paraguay
1073,RWA,General Government Debt (% of GDP),2023,67.1,Rwanda
1076,SDN,General Government Debt (% of GDP),2023,151.1,Sudan
1077,SEN,General Government Debt (% of GDP),2023,73.1,Senegal
1080,SLB,General Government Debt (% of GDP),2023,22.2,Solomon Islands
1081,SLE,General Government Debt (% of GDP),2023,92.2,Sierra Leone
1082,SLV,General Government Debt (% of GDP),2023,76.1,El Salvador
1085,SRB,General Government Debt (% of GDP),2023,50.2,Serbia
1087,SSD,General Government Debt (% of GDP),2023,48.4,South Sudan
1089,STP,General Government Debt (% of GDP),2023,54.8,Sao Tome and Principe
1090,SUR,General Government Debt (% of GDP),2023,112.2,Suriname
1094,SWZ,General Government Debt (% of GDP),2023,39.3,Eswatini
1096,SYR,General Government Debt (% of GDP),2023,,Syrian Arab Republic
1097,TCD,General Government Debt (% of GDP),2023,43.7,Chad
1098,TGO,General Government Debt (% of GDP),2023,68.5,Togo
1099,THA,General Government Debt (% of GDP),2023,61.0,Thailand
1100,TJK,General Government Debt (% of GDP),2023,32.3,Tajikistan
1101,TKM,General Government Debt (% of GDP),2023,4.4,Turkmenistan
1102,TLS,General Government Debt (% of GDP),2023,16.7,Timor-Leste
1103,TON,General Government Debt (% of GDP),2023,43.8,Tonga
1105,TUN,General Government Debt (% of GDP),2023,80.0,Tunisia
1106,TUR,General Government Debt (% of GDP),2023,35.0,Türkiye
1107,TUV,General Government Debt (% of GDP),2023,6.2,Tuvalu
1109,TZA,General Government Debt (% of GDP),2023,40.1,Tanzania
1110,UGA,General Government Debt (% of GDP),2023,50.2,Uganda
1111,UKR,General Government Debt (% of GDP),2023,98.3,Ukraine
1115,UZB,General Government Debt (% of GDP),2023,33.9,Uzbekistan
1116,VCT,General Government Debt (% of GDP),2023,86.3,Saint Vincent and the Grenadines
1117,VEN,General Government Debt (% of GDP),2023,,Venezuela
1118,VNM,General Government Debt (% of GDP),2023,36.3,Viet Nam
1119,VUT,General Government Debt (% of GDP),2023,48.4,Vanuatu
1124,WSM,General Government Debt (% of GDP),2023,38.5,Samoa
1125,YEM,General Government Debt (% of GDP),2023,68.7,Yemen
1126,ZAF,General Government Debt (% of GDP),2023,72.3,South Africa
1127,ZMB,General Government Debt (% of GDP),2023,,Zambia
1128,ZWE,General Government Debt (% of GDP),2023,102.3,Zimbabwe
1131,AFG,Real GDP Growth (in %),2023,,Afghanistan
1133,AGO,Real GDP Growth (in %),2023,3.5,Angola
1134,ALB,Real GDP Growth (in %),2023,2.2,Albania
1138,ARG,Real GDP Growth (in %),2023,0.2,Argentina
1139,ARM,Real GDP Growth (in %),2023,5.5,Armenia
1141,ATG,Real GDP Growth (in %),2023,5.5,Antigua and Barbuda
1144,AZE,Real GDP Growth (in %),2023,3.0,Azerbaijan
1146,BDI,Real GDP Growth (in %),2023,3.3,Burundi
1148,BEN,Real GDP Growth (in %),2023,6.0,Benin
1149,BFA,Real GDP Growth (in %),2023,4.9,Burkina Faso
1150,BGD,Real GDP Growth (in %),2023,5.5,Bangladesh
1154,BIH,Real GDP Growth (in %),2023,2.0,Bosnia and Herzegovina
1155,BLR,Real GDP Growth (in %),2023,0.7,Belarus
1156,BLZ,Real GDP Growth (in %),2023,3.0,Belize
1157,BOL,Real GDP Growth (in %),2023,1.8,Bolivia
1158,BRA,Real GDP Growth (in %),2023,0.9,Brazil
1161,BTN,Real GDP Growth (in %),2023,4.7,Bhutan
1162,BWA,Real GDP Growth (in %),2023,3.7,Botswana
1163,CAF,Real GDP Growth (in %),2023,2.5,Central African Republic
1169,CHN,Real GDP Growth (in %),2023,5.2,China (People's Republic of)
1170,CIV,Real GDP Growth (in %),2023,6.2,Côte d'Ivoire
1172,CMR,Real GDP Growth (in %),2023,4.3,Cameroon
1173,COD,Real GDP Growth (in %),2023,6.3,Democratic Republic of the Congo
1174,COG,Real GDP Growth (in %),2023,4.1,Congo
1175,COL,Real GDP Growth (in %),2023,1.0,Colombia
1176,COM,Real GDP Growth (in %),2023,3.0,Comoros
1177,CPV,Real GDP Growth (in %),2023,4.4,Cabo Verde
1178,CRI,Real GDP Growth (in %),2023,2.7,Costa Rica
1183,DJI,Real GDP Growth (in %),2023,4.0,Djibouti
1184,DMA,Real GDP Growth (in %),2023,4.9,Dominica
1186,DOM,Real GDP Growth (in %),2023,4.2,Dominican Republic
1187,DZA,Real GDP Growth (in %),2023,2.6,Algeria
1189,ECU,Real GDP Growth (in %),2023,2.9,Ecuador
1192,EGY,Real GDP Growth (in %),2023,3.7,Egypt
1193,ERI,Real GDP Growth (in %),2023,2.8,Eritrea
1196,ETH,Real GDP Growth (in %),2023,6.1,Ethiopia
1201,FJI,Real GDP Growth (in %),2023,7.0,Fiji
1203,FSM,Real GDP Growth (in %),2023,2.8,Micronesia
1204,GAB,Real GDP Growth (in %),2023,3.0,Gabon
1206,GEO,Real GDP Growth (in %),2023,4.0,Georgia
1207,GHA,Real GDP Growth (in %),2023,1.6,Ghana
1208,GIN,Real GDP Growth (in %),2023,5.6,Guinea
1209,GMB,Real GDP Growth (in %),2023,5.6,Gambia
1210,GNB,Real GDP Growth (in %),2023,4.5,Guinea-Bissau
1211,GNQ,Real GDP Growth (in %),2023,-1.8,Equatorial Guinea
1213,GRD,Real GDP Growth (in %),2023,3.7,Grenada
